word,sentiment
pfff,negative
phthirius,negative
phthirus,negative
phytophthora,negative
piadosamente,positive
piadoso,positive
picada,negative
picadas,negative
picado,negative
picados,negative
picadura,negative
picante,negative
picantosa,negative
picantosas,negative
picantoso,negative
picantosos,negative
picar,negative
picara,negative
picaras,negative
picardia,positive
picaro,negative
picaros,negative
picarse,negative
picazon,positive
picazón,negative
picota,negative
piedad,positive
pierde,negative
pifiado,negative
pifiar,negative
pifiarla,negative
pilla,negative
pillaje,negative
pillas,negative
pillastre ,negative
pillin ,negative
pillo,negative
pillos,negative
pinchable,positive
pinchar,negative
pinchaza,negative
pinchazas,negative
pinchazo,negative
pinchazos,negative
pinche,negative
pinga,negative
pintoresca,positive
pintorescas,positive
pintoresco,positive
pintorescos,positive
pintoresquismo,positive
pináculo,positive
pio,positive
piojillo,positive
piojosa,negative
piojosas,negative
piojoso,negative
piojosos,negative
piorrea,negative
pipí,negative
pique,negative
piquete,negative
piquetes,negative
pisar,negative
pisotear,negative
pithecia,negative
pizca,negative
placentero,positive
placer,positive
placeres,positive
placidez,positive
placido,positive
plaga,negative
plagar,negative
plagiar,negative
plantista,negative
platija,negative
playitaa,positive
plebeya,negative
plebeyas,negative
plebeyo,negative
plebeyos,negative
pleitesía,positive
pleito,negative
plenitud,positive
pleno centro,positive
pleurodinia,negative
plus,positive
pluses,positive
poblacho,negative
pobre,negative
pobremente,negative
pobres,negative
pobrete,negative
pobreteria,negative
pobreto,negative
pobreza,negative
pocilga,negative
poco,negative
poco amable,negative
poco amistoso,negative
poco apropiado,negative
poco claro,negative
poco delicado,negative
poco dispuesto,negative
poco fiable,negative
poco fidedigno,negative
poco honrado,negative
poco natural,negative
poco profundo,negative
poco prometedor,negative
poco práctico,negative
poco razonable,negative
poco rentable,negative
poder,positive
poderosamente,positive
poderoso,positive
poderosos,positive
podredumbre,negative
podrida,negative
podridas,negative
podrido,negative
podridos,negative
podrir,negative
poetica,positive
poeticas,positive
poetico,positive
poeticos,positive
poetizar,positive
polar,negative
polarización,negative
polemica,negative
polemicas,negative
polemico,positive
polemicos,negative
polemizar,negative
polio,negative
poliomielitis,negative
polla,negative
polladas,negative
polucion,negative
polución,negative
polution,negative
polvo,negative
polvorienta,negative
polvorientas,negative
polvoriento,negative
polvorientos,negative
polvos,negative
polémica,negative
polémico,negative
pompa,positive
pomposa,negative
pomposas,negative
pomposo,negative
pomposos,negative
poner en libertad,positive
poner en peligro,negative
poner en ridículo,negative
poner enfermo,negative
poner nervioso,negative
poner obstáculos a,negative
poner pegas,negative
poner una emboscada a,negative
poner una multa,negative
ponerse de acuerdo,positive
popo,negative
popular,positive
popularidad,positive
popularizacion,positive
populista,negative
poquedad,negative
por supuesto,positive
porfiado,positive
porfin,positive
pornográfico,negative
poroso,negative
porqueria,negative
porquería,negative
portatil,positive
portazo,negative
portento,positive
portentosamente,positive
portentoso,positive
portátil,positive
posesivo,positive
poseído,negative
posible,negative
positiva,positive
positivamente,positive
positivas,positive
positivo,positive
positivos,positive
posterga,negative
postizo,negative
postre,positive
potable,positive
potar,negative
potencial,positive
potenciar,positive
potente,positive
potentemente,positive
potentes,positive
potra,positive
poético,positive
practicable,positive
practicalisimo,positive
practicalisimos,positive
practico,positive
practicos,positive
pragmático,positive
precaria,negative
precariamente,negative
precarias,negative
precariedad,negative
precario,negative
precarios,negative
precaucion,positive
precaución,positive
precavido,positive
precio abusivo,negative
precio asequible,positive
precio desorbitado,negative
preciosa,positive
preciosidad,positive
precioso,positive
preciosos,positive
preciosura,positive
precipitación,negative
precipitada,negative
precipitadamente,negative
precipitadamentemente,negative
precipitadas,negative
precipitado,negative
precipitados,negative
precipitar,negative
precisa,positive
precisamente,positive
precisas,positive
preciso,positive
precisos,positive
predicamento,negative
predicamentos,negative
predilecto,positive
predominante,positive
preeminencia,positive
preeminente,positive
preferencia,positive
preferes,positive
preferible,positive
preferiblemente,positive
preferibles,positive
preferido,positive
preferidos,positive
preferir,positive
prefiere,positive
prefiriendo,positive
preguntar,positive
preguntarse,positive
prejuicio,negative
prejuicios,negative
prejuzgar,negative
prematura,negative
prematuras,negative
prematuro,negative
prematuros,negative
premeditada,negative
premeditadas,negative
premeditado,negative
premeditados,negative
premiado,positive
premiados,positive
premiar,positive
premio,positive
premios,positive
premonición,negative
prender,negative
preocupacion,negative
preocupaciones,negative
preocupación,negative
preocupada,negative
preocupadamente,negative
preocupadas,negative
preocupado,negative
preocupados,negative
preocupante,negative
preocupar,negative
preocuparse,negative
preparado,positive
prepotencia,negative
prepotente,negative
prerrogativa,positive
presa,negative
presar,negative
presas,negative
presentimiento,negative
presentimientos,negative
presentir,negative
preservacion,positive
preservar,positive
presidir,positive
presionada,negative
presionadas,negative
presionado,negative
presionados,negative
presionar,negative
presión,negative
preso,negative
presos,negative
prestigio,positive
prestigioso,positive
presto,positive
presumido,negative
presumir,positive
presuntuosa,negative
presuntuosamente,negative
presuntuosas,negative
presuntuoso,negative
presuntuosos,negative
pretenciosa,negative
pretenciosamente,negative
pretenciosas,negative
pretencioso,negative
pretenciosos,negative
pretender,negative
pretension,negative
pretensión,negative
prevaricación,negative
prevaricador,negative
prevaricar,negative
prevencion,positive
prevenible,positive
prevenida,negative
prevenidas,negative
prevenido,negative
prevenidos,negative
preventivo,positive
prever,positive
previsible,positive
prevision,positive
previsiones,positive
previsión,positive
prima,positive
primas,positive
primera,positive
primera categoría,positive
primeras,positive
primero,positive
primeros,positive
primitiva,negative
primitivas,negative
primitivo,negative
primitivos,negative
primordial,positive
principal,positive
principales,positive
principio,positive
pringada,negative
pringado,negative
pringao,negative
pringar,negative
prioridad,positive
prisa,negative
prision,negative
prisionero,negative
prisión,negative
privacion,negative
privación,negative
privada,negative
privadas,negative
privado,negative
privados,negative
privar,negative
privilegiada,positive
privilegiadas,positive
privilegiado,positive
privilegiados,positive
privilegio,positive
proactivo,positive
proactivos,positive
probable,negative
probada,positive
probadas,positive
probado,positive
probados,positive
probar,positive
probidad,positive
problema,negative
problemas,negative
problematica,negative
problematicas,negative
problematico,negative
problematicos,negative
problemillas,negative
problemita,negative
problemático,negative
procaz,negative
procedencia,positive
procrastinar,negative
prodigamente,positive
prodigio,positive
prodigios,positive
prodigiosamente,positive
prodigiosidad,positive
prodigioso,positive
prodigiosos,positive
prodigo,positive
productiva,positive
productivamente,positive
productivas,positive
productivo,positive
productivos,positive
proeza,positive
profana,negative
profanador,negative
profanar,negative
profanas,negative
profano,negative
profanos,negative
profesionalidad,positive
profilactico,positive
profunda,positive
profundamente,positive
profundas,positive
profundo,positive
profundos,positive
profusion,positive
profusiones,positive
profusión,positive
profuso,positive
profusos,positive
progresar,positive
progresivo,positive
progreso,positive
progresos,positive
prohibida,negative
prohibidas,negative
prohibido,negative
prohibidos,negative
prohibiendo,negative
prohibir,negative
prohibitiva,negative
prohibitivamente,negative
prohibitivas,negative
prohibitivo,negative
prohibitivos,negative
prolifero,positive
prolifico,positive
prolificos,positive
prolijidad,negative
prolijo,negative
prolijos,negative
prolongada,negative
prolífico,positive
promesa,positive
promesas,positive
promete,positive
prometedor,positive
prometedoramente,positive
prometer,positive
prometida,positive
prometidas,positive
prometido,positive
prometidos,positive
prominencia,positive
prominencias,positive
prominente,positive
promotor,positive
promotores,positive
pronto,positive
prontos,positive
pronunciable,positive
pronunciado,negative
pronunciar,positive
pronunciar mal,negative
propaganda,negative
propenso,negative
propiciamente,positive
propiciar,positive
propicio,positive
propicios,positive
propiedad,positive
proponer,positive
proporcionado,positive
proporcionar,positive
propugnar,positive
propulsor,positive
pros,positive
proscrita,negative
proscritas,negative
proscrito,negative
proscritos,negative
prospera,positive
prosperamente,positive
prosperando,positive
prosperar,positive
prosperas,positive
prosperidad,positive
prospero,positive
prosperos,positive
protagonizar,positive
proteccion,positive
protecciones,positive
protección,positive
protector,positive
protectoramente,positive
protectores,positive
proteger,positive
protegido,negative
protervo,negative
protesta,negative
protestada,negative
protestadas,negative
protestado,negative
protestados,negative
protestando,negative
protestar,negative
protestas,negative
proteston,negative
provecho,positive
provechosa,positive
provechosamente,positive
provechosas,positive
provechoso,positive
provechosos,positive
providencia,positive
providencial,positive
providencias,positive
provisional,negative
provocacion,negative
provocación,negative
provocador,negative
provocar,negative
provocativa,negative
provocativas,negative
provocativo,positive
provocativos,negative
proxenetismo,negative
proxenetismos,negative
proximidad,positive
prudencia,positive
prudente,positive
prudentemente,positive
prudentes,positive
prueba,positive
prurito,positive
práctico,positive
pródigamente,positive
pródigo,positive
próspero,positive
pseudofloema,negative
psicopatico,negative
psicopatologico,negative
psicoterapeuta,negative
psicotico,negative
puaf,negative
publicidad engañosa,negative
pucha,negative
puchero,negative
pudibundez,negative
pudiente,positive
pudor,positive
pudrir,negative
pudrirse,negative
puercamente,negative
puerco,negative
pueril,negative
puertos,negative
puf,negative
puff,negative
pugna,negative
pugnacidad,negative
pugnante,negative
pugnaz,negative
pujanza,positive
pulcra,positive
pulcramente,positive
pulcras,positive
pulcritud,negative
pulcro,positive
pulcros,positive
pulida,positive
pulidas,positive
pulido,positive
pulidos,positive
pulir,positive
pulla,negative
punalada,positive
punible,negative
punico,negative
punitiva,negative
punitivas,negative
punitivo,negative
punitivos,negative
puntal,negative
puntapié,negative
puntilloso,positive
puntual,positive
puntuales,positive
punzada,negative
punzante,negative
punzar,negative
pureza,positive
purificar,positive
puritano,positive
puro,positive
puros,positive
purpura,positive
pus,negative
pusilanime,negative
pusilanimes,negative
pusilanimidad,negative
pusilánime,negative
pusilánimes,negative
puta,negative
putada,negative
putas,negative
putear,negative
puteria,negative
puto,negative
putos,negative
putrefaccion,negative
putrefacción,negative
putrefacto,negative
putrido,negative
putrido ,negative
puñalada,negative
puñeta,negative
puñetas,negative
puñetazo,negative
puñetazos,negative
puñetera,negative
puñetero,negative
puño,negative
puños,negative
pálido,negative
pánico,negative
pávido,negative
pérdida,negative
pérdidas,negative
pérfido,negative
pésame,negative
pésimamente,negative
pésimo,negative
pícaro,negative
que no tiene precio,positive
que tiene un valor de,positive
que tiene éxito,positive
que vale,positive
que vale la pena,positive
quebradero,negative
quebradizo,negative
quebrado,negative
quebrantar,negative
quebrantarse,negative
quebranto,negative
quebrar,negative
queda,negative
quedar,positive
quedo,negative
queja,negative
quejar,negative
quejarse,negative
quejas,negative
quejica,negative
quejicoso,negative
quejido,negative
quejumbre,negative
quejumbridad,negative
quejumbroso,negative
quemada,negative
quemadas,negative
quemado,negative
quemados,negative
quemadura,negative
quemaduras,negative
quemar,negative
quemarse,negative
quemazon,negative
querella,negative
querellar,negative
querer,positive
querido,positive
querubico,positive
querubin,positive
querubines,positive
querubín,positive
quia,negative
quicio,negative
quiebra,negative
quiero,positive
quierooooo,positive
quieto,negative
quietud,positive
quillotrar,positive
quimerico,positive
quimérico,positive
quinqui,negative
quiquiriqui,negative
quisicosa,positive
quisquillosa,negative
quisquillosamente,negative
quisquillosas,negative
quisquilloso,negative
quisquillosos,negative
quitar,negative
quitar importancia a,negative
quitar mérito,negative
quitarse de encima,negative
rabia,negative
rabiar,negative
rabieta,negative
rabiosa,negative
rabiosamente,negative
rabiosas,negative
rabioso,negative
rabiosos,negative
racional,positive
racionalidad,positive
racionalizado,positive
racionalizados,positive
racismo,negative
racismos,negative
racista,negative
racistas,negative
radiactiva,negative
radiactivas,negative
radiactivo,negative
radiactivos,negative
radiante,positive
radiantes,positive
radical,negative
radicales,negative
radicalizacion,negative
radicalización,negative
radicalmente,negative
radiopaco,negative
raido,negative
rajar,negative
rajarse,negative
rajon,negative
ralenti,negative
rallar,negative
ramera,negative
rampante,negative
rancia,negative
rancias,negative
rancidez,negative
rancio,negative
rancios,negative
rapida,positive
rapidamente,positive
rapidas,positive
rapidez,positive
rapido,positive
rapidos,positive
raquitico,negative
raquitis,negative
raquitismo,negative
raquítico,negative
rara,negative
raramente,negative
raras,negative
rareza,negative
rarezas,negative
raro,negative
raros,negative
rasgado,negative
rasgar,negative
rasguno,negative
raspadura,negative
rastrera,negative
rastreras,negative
rastrero,positive
rastreros,negative
rastrillada,negative
rata,negative
ratificar,positive
raudo,positive
rayada,negative
rayadas,negative
rayado,negative
rayados,negative
rayar,negative
razonable,positive
razonablemente,positive
razonables,positive
razonada,positive
razonadas,positive
razonado,positive
razonados,positive
razonar,positive
razón,positive
reaccionaria,negative
reaccionarias,negative
reaccionario,negative
reaccionarios,negative
reacia,negative
reaciamente,negative
reacias,negative
reacio,negative
reacios,negative
reafirmacion,positive
reafirmación,positive
reafirmar,positive
real,positive
realce,positive
realces,positive
reales,positive
realista,positive
realistas,positive
realizable,positive
realizables,positive
realización,positive
realizar,positive
realmente,positive
realzado,positive
realzar,positive
reaparición,positive
rebelde,negative
rebosante,negative
rebotada,negative
rebotadas,negative
rebotado,negative
rebotados,negative
rebuscadas,negative
rebuscado,negative
recaer,positive
recaida,negative
recalcitrante,negative
recalentarse,negative
recargo,negative
recato,positive
recaudo,positive
recaída,negative
recelar,negative
recelo,negative
recelos,negative
recelosa,negative
recelosamente,negative
recelosas,negative
receloso,negative
recelosos,negative
receptiva,positive
receptivas,positive
receptivo,positive
receptivos,positive
recesion,negative
recesión,negative
rechaza,negative
rechazada,negative
rechazadas,negative
rechazado,negative
rechazados,negative
rechazamiento,negative
rechazar,negative
rechazo,negative
rechazos,negative
rechifla,negative
recibir,positive
reciclable,positive
reclamacion,negative
reclamación,negative
reclamar,positive
recochineo,negative
recoger,positive
recogimiento,positive
recomendable,positive
recomendables,positive
recomendacion,positive
recomendaciones,positive
recomendación,positive
recomendado,positive
recomendar,positive
recomiendo,positive
recompensa,positive
recompensar,positive
recomponerse,positive
reconciliable,positive
reconciliacion,positive
reconciliaciones,positive
reconciliación,positive
reconciliador,positive
reconciliar,positive
reconcomio,positive
reconfortante,positive
reconfortar,positive
reconocer,positive
reconocible,positive
reconocido,negative
reconocimiento,positive
reconocimientos,positive
reconstituyente,positive
reconstructor,positive
record,positive
recortar,negative
recorte,negative
recortes,negative
recrear,positive
recriminable,negative
recriminar,negative
rectamente,positive
rectificable,positive
rectificacion,positive
rectificaciones,positive
rectificación,positive
rectificar,positive
rectitud,positive
recto,positive
recuerdos,positive
recular,negative
recuperacion,positive
recuperaciones,positive
recuperación,positive
recuperado,positive
recuperar,positive
recuperarse,positive
recuperativo,positive
recursos,negative
recusar,negative
redencion,positive
redenciones,positive
redención,positive
redentor,positive
redimir,positive
rediós,negative
redomado,positive
reducción,negative
reducible,positive
reducido,negative
reducir,negative
reducir la velocidad,negative
reductible,positive
reductor,negative
redundancia,negative
redundante,negative
redundar,positive
reembolso,positive
reembolsos,positive
reemplazable,positive
reemplazar,negative
reestructuracion,positive
reestructuraciones,positive
reestructurado,positive
reestructurados,positive
reestructurar,positive
refinada,positive
refinadas,positive
refinado,positive
refinados,positive
refinamiento,positive
refinamientos,positive
refinar,positive
refocilacion,negative
refocilar,positive
refocilo,negative
reforma,positive
reformado,positive
reformados,positive
reformas,positive
reformatorio,negative
reforzar,positive
refractario,negative
refrescante,positive
refrescantes,positive
refrescar,positive
refriega,negative
refugiarse,positive
refugio,positive
refunfuno,negative
refunfunon,negative
refunfuñar,negative
refunfuñón,negative
refuta,negative
refutacion,negative
refutación,negative
refutada,negative
refutando,negative
refutar,negative
regalar,positive
regalo,positive
reganar,negative
reganina,negative
regano,negative
reganon,negative
regatear,negative
regañadientes,negative
regañar,negative
regañarse,negative
regaño,negative
regaños,negative
regañó,negative
regenerador,positive
regente,negative
regiamente,positive
regio,negative
regocijada,positive
regocijadamente,positive
regocijadas,positive
regocijado,positive
regocijados,positive
regocijar,positive
regocijarse,positive
regocijo,positive
regocijos,positive
regodear,positive
regodeo,positive
regodeos,negative
regresion,negative
regresiva,negative
regresivas,negative
regresivo,negative
regresivos,negative
regresión,negative
regreso,positive
regulable,positive
regular,negative
rehabilitador,positive
rehabilitar,positive
rehen,negative
reherir,negative
rehilete,negative
rehuir,negative
rehusar,negative
rehén,negative
reidor,positive
reincidencia,negative
reincidir,negative
reintegrado,positive
reintegrados,positive
rejilla,negative
rejuvenecedor,positive
rejuvenecer,positive
rejuvenecido,positive
rejuvenecidos,positive
relajación,positive
relajada,positive
relajadas,positive
relajado,positive
relajados,positive
relajante,positive
relajar,positive
relajarse,positive
relamer,positive
relegacion,negative
relevar,positive
reluciente,positive
relucir,positive
reluctante,negative
relumbrante,positive
relumbrantes,positive
remanso de paz,positive
remediador,positive
remedio,positive
remedios,positive
remilgado,positive
remilgo,negative
remirado,positive
remision,positive
remisiones,positive
remisión,positive
remitente,negative
remordimiento,negative
remordimientos,negative
remota,negative
remotas,negative
remoto,negative
remotos,negative
remunerada,positive
remuneradas,positive
remunerado,positive
remunerados,positive
remunerar,positive
renacimiento,positive
renacimientos,positive
rencilloso,negative
rencor,negative
rencor ,negative
rencores,negative
rencorosamente,negative
rencoroso,negative
rendición,negative
rendida,negative
rendidas,negative
rendido,negative
rendidos,negative
rendimiento,negative
rendir,negative
rendir culto a,positive
rendirse,negative
renir,negative
renombrada,positive
renombradas,positive
renombrado,positive
renombrados,positive
renombre,positive
renombres,positive
renovable,positive
renovacion,positive
renovada,positive
renovadas,positive
renovado,positive
renovados,positive
rentabilidad,positive
rentable,positive
rentables,positive
renuencia,negative
renuente,negative
renuncia,negative
renunciar,negative
renunciar a,negative
reojo,negative
reojos,negative
reparable,positive
reparación,positive
reparar,positive
reparo,negative
reparos,negative
repartir,positive
repaso,negative
repelente,negative
repeler,negative
repelo,negative
repelo ,negative
repente,positive
repentino,positive
repetitiva,negative
repetitivas,negative
repetitivo,negative
repetitivos,negative
replegable,positive
replica,negative
reponerse,positive
reposado,negative
reposo,positive
reprender,negative
reprensible,negative
reprension,negative
reprensión,negative
represalia,negative
represalias,negative
represion,negative
represiva,negative
represivas,negative
represivo,negative
represivos,negative
represión,negative
reprimenda,negative
reprimir,negative
reprobacion,negative
reprobatorio,negative
reprochable,negative
reproche,negative
reproches,negative
reproduccion,negative
reproducir,positive
repudiable,negative
repudiar,negative
repudio,negative
repudios,negative
repuesto,positive
repugnadamente,negative
repugnancia,negative
repugnancia ,negative
repugnante,negative
repugnantemente,negative
repugnar,negative
repulsa,negative
repulsar,negative
repulsio,negative
repulsion,negative
repulsiva,negative
repulsivamente,negative
repulsivas,negative
repulsivo,negative
repulsivos,negative
repulsión ,negative
reputacion,positive
reputaciones,positive
reputación,positive
requerir,negative
rertorcido,negative
resabiada,negative
resabiadas,negative
resabiado,negative
resabiados,negative
resaca,negative
rescisión,negative
reseco,negative
resentida,negative
resentidas,negative
resentido,negative
resentidos,negative
resentimiento,negative
resentimientos,negative
resentir,negative
resentirse,negative
reserva,negative
reservada,negative
reservadas,negative
reservado,positive
reservados,negative
reservarse,positive
resfriado,negative
residuos,negative
resignación,negative
resignada,negative
resignadas,negative
resignado,negative
resignados,negative
resistencia,negative
resistente,positive
resistentes,positive
resistir,positive
resolver,positive
resonar,positive
respalda,positive
respaldar,positive
respaldar a,positive
respaldas,positive
respaldo,positive
respaldos,positive
respeta,positive
respetabilidad,positive
respetable,positive
respetables,positive
respetado,positive
respetar,positive
respeto,positive
respetuosamente,positive
respetuoso,positive
respetuosos,positive
respingar,negative
respiro,positive
resplandecer,positive
resplandeciente,positive
resplandor,positive
responsabilidad,negative
responsable,positive
responsables,positive
resquemor,negative
restablecido,positive
restar,negative
restauracion,positive
restaurada,positive
restauradas,positive
restaurado,positive
restaurados,positive
restaurar,positive
restriccion,negative
restricción,negative
restrictiva,negative
restrictivas,negative
restrictivo,negative
restrictivos,negative
restringida,negative
restringidas,negative
restringido,negative
restringidos,negative
restringir,negative
restó,negative
resucitar,positive
resuelta,positive
resueltas,positive
resuelto,positive
resueltos,positive
resurgente,negative
retar,negative
retarda,negative
retardada,negative
retardadas,negative
retardado,negative
retardados,negative
retardar,negative
retardo,negative
retardos,negative
reten,negative
retenciones,negative
reticente,negative
retirado,negative
retirar,negative
retirarse,negative
reto,positive
retorcer,negative
retorcerse,negative
retorcida,negative
retorcidas,negative
retorcido,negative
retorcidos,negative
retorica,negative
retoricas,negative
retorico,negative
retoricos,negative
retraccion,negative
retractacion,negative
retractar,negative
retractarse,negative
retraer,negative
retraido,negative
retrasa,negative
retrasada,negative
retrasadas,negative
retrasado,negative
retrasados,negative
retrasar,negative
retrasarse,negative
retrasas,negative
retraso,negative
retrasos,negative
retraÔdo,negative
retribuida,positive
retribuidas,positive
retribuido,positive
retribuidos,positive
retroceder,negative
retrocesa,negative
retrocesas,negative
retroceso,negative
retrocesos,negative
retráctil,positive
reuma,negative
reumatismo,negative
reunir las condiciones necesarias,positive
reutilizable,negative
revancha,negative
revelacion,positive
revelaciones,positive
revelación,positive
revendedor,negative
revendedores,negative
reventarse,negative
reverencia,positive
reverenciar,positive
reverencias,positive
reverendo,positive
reverente,positive
reverentemente,positive
reverentes,positive
reversible,positive
revertir,negative
reves,negative
revitalizar,positive
revive,positive
revives,positive
revocar,negative
revolcar,negative
revolcarse,negative
revoltosa,negative
revoltosas,negative
revoltoso,negative
revoltosos,negative
revoluciona,positive
revolucionada,positive
revolucionadas,positive
revolucionado,positive
revolucionados,positive
revolucionar,positive
revolucionaria,positive
revolucionarias,positive
revolucionario,positive
revolucionarios,positive
revolucionas,positive
revuelcan,negative
revuelo,negative
revuelta,negative
revueltas,negative
revuelto,negative
revueltos,negative
revulsion,negative
revulsiva,negative
revulsivas,negative
revulsivo,negative
revulsivos,negative
revulsión,negative
revés,negative
reyerta,negative
rezagada,negative
rezagadas,negative
rezagado,negative
rezagados,negative
rezagarse,negative
reír,positive
reñir,negative
rica,positive
ricamente,positive
ricas,positive
rico,positive
ricos,positive
ricura,positive
ridicula,negative
ridiculamente,negative
ridiculas,negative
ridiculez,positive
ridiculiza,negative
ridiculizar,negative
ridiculo,positive
ridiculos,negative
ridículamente,negative
ridículo,negative
riesga,negative
riesgas,negative
riesgo,negative
riesgos,negative
rigida,negative
rigidas,negative
rigidez,negative
rigido,negative
rigidos,negative
rigurosa,negative
rigurosas,negative
rigurosidad,negative
riguroso,negative
rigurosos,negative
rimbombante,negative
rina,negative
riqueza,positive
riquezas,positive
riquisima,positive
riquisimas,positive
riquisimos,positive
riquísimo,positive
risa,positive
risueno,positive
risueño,positive
rival,negative
rivalidad,negative
rizado,negative
rizo,negative
rizos,negative
riña,negative
robada,negative
robadas,negative
robado,negative
robados,negative
robar,negative
robo,negative
robos,negative
robusta,positive
robustas,positive
robustez,positive
robusto,positive
robustos,positive
rocin,negative
rococo,negative
rocosa,negative
rocosas,negative
rocoso,negative
rocosos,negative
rodeor,negative
rogar,negative
rojo,negative
rollaza,negative
rollazas,negative
rollazo,negative
rollazos,negative
rollete,negative
rollo,negative
rollos,negative
romantica,positive
romanticamente,positive
romanticas,positive
romanticismo,positive
romantico,positive
romanticos,positive
romantizar,positive
rompecabezas,positive
romper,negative
romperse,negative
rompió,negative
románticamente,positive
romántico,positive
ronoso,negative
rosada,positive
rosadas,positive
rosado,positive
rosados,positive
rota,negative
rotas,negative
roto,negative
rotos,negative
rotunda,positive
rotundas,positive
rotundo,positive
rotundos,positive
rotura,negative
royenda,negative
royendas,negative
royendo,negative
roza,negative
rozar,negative
roña,negative
roñosa,negative
roñoso,negative
rremediable,negative
rubicundez,positive
rudeza,negative
rudimentario,negative
rudo,negative
rufian,negative
rufián,negative
rugoso,negative
ruido,negative
ruidos,negative
ruidosa,negative
ruidosamente,negative
ruidosas,negative
ruidoso,negative
ruidosos,negative
ruin,negative
ruina,negative
ruinas,negative
ruinosa,negative
ruinosas,negative
ruinoso,negative
ruinosos,negative
rumbo,positive
rumor,negative
rumores,negative
ruptura,negative
rupturas,negative
rustico,negative
rácano,negative
rápidamente,positive
rápido,positive
récord,positive
rígido,negative
saber,positive
sabiamente,positive
sabiduria,positive
sabidurias,positive
sabiduría,positive
sabio,positive
sabios,positive
sabor,positive
saborear,positive
sabotaje,negative
sabotear,negative
sabroso,positive
sabrosura,positive
sacar,negative
saciar,positive
saciedad,positive
sacrificada,negative
sacrificadas,negative
sacrificado,negative
sacrificados,negative
sacrílego,negative
sacudida,negative
sacudir,negative
sadico,negative
sagacidad,positive
sagaz,positive
sagazmente,positive
sagrado,positive
salado,positive
salamanca para comérsela,positive
salaz,negative
salir bien,positive
salir corriendo,negative
salirse de sus casillas,negative
salpicada,negative
salpicado,negative
salpicar,negative
salubre,positive
salubridad,positive
salud,positive
saluda,positive
saludable,positive
saludables,positive
saludar,positive
saludas,positive
saludo,positive
saludos,positive
salvacion,positive
salvación,positive
salvador,positive
salvaguarda,positive
salvaguardar,positive
salvajada,negative
salvaje,negative
salvajemente,negative
salvajes,negative
salvajismo,negative
salvajismos,negative
salvar,positive
salvavidas,positive
salvia,positive
sambenito,negative
sana,positive
sanador,positive
sanar,positive
sanas,positive
sancion,negative
sanción,negative
sandez,negative
sandunga,positive
sangra,negative
sangrante,negative
sangrar,negative
sangre,negative
sangria,negative
sangrienta,negative
sangrientas,negative
sangriento,negative
sangrientos,negative
sangría,negative
sanguijuela,negative
sanguinaria,negative
sanguinarias,negative
sanguinario,negative
sanguinarios,negative
sanguinolento,negative
sanidad,positive
sano,positive
sanos,positive
sanseacabó,negative
santa,positive
santas,positive
santeria,positive
santidad,positive
santificada,positive
santificadas,positive
santificado,positive
santificados,positive
santo,positive
santos,positive
santuario,positive
santurron,positive
santurroneria,positive
santurrón,negative
saqueador,negative
saquear,negative
saqueo,negative
saqueos,negative
sarao,negative
sarasa,negative
sarcasmo,negative
sarcasmos,negative
sarcastica,negative
sarcasticamente,negative
sarcasticas,negative
sarcastico,negative
sarcasticos,negative
sarcásticamente,negative
sarcástico,negative
sardonica,negative
sardonicamente,negative
sardonicas,negative
sardonico,negative
sardonicos,negative
sardónicamente,negative
sardónico,negative
sarpullido,negative
satan,negative
satanico,negative
satirica,negative
satiricas,negative
satirico,negative
satiricos,negative
satirizar,negative
satisfaccion,negative
satisfacción,positive
satisface,positive
satisfacer,positive
satisfaces,positive
satisfacible,positive
satisfactoriamente,positive
satisfactorio,positive
satisfactorios,positive
satisfecha,positive
satisfechas,positive
satisfecho,positive
satisfechos,positive
satisified,positive
saturado,negative
saturar,negative
saturnino,negative
satírico,negative
sazonada,positive
sazonadas,positive
sazonado,positive
sazonados,positive
saña,negative
sañoso,negative
seca,negative
secas,negative
seco,negative
secos,negative
secreción,negative
secta,negative
secuaz,negative
secuestrar,negative
secuestro,negative
secundon,negative
sed,negative
sedentaria,negative
sedentarias,negative
sedentario,negative
sedentarios,negative
seducción,positive
seducida,positive
seducidas,positive
seducido,positive
seducidos,positive
seducir,positive
seductivo,positive
seductor,positive
seductoramente,positive
seglar,negative
segundon,negative
segura,positive
seguras,positive
seguridad,positive
seguridades,positive
seguro,positive
seguros,positive
selectiva,positive
selectivas,positive
selectivo,positive
selectivos,positive
selecto,positive
semiabstracto,negative
semicualificado,positive
semirigido,negative
senal,negative
sencilla,positive
sencillas,positive
sencillez,positive
sencillo,positive
sencillos,positive
senil,negative
sensacion,positive
sensacional,positive
sensacionales,positive
sensacionalismo,positive
sensacionalismos,negative
sensacionalmente,positive
sensaciones,positive
sensación,positive
sensatez,positive
sensato,positive
sensible,positive
sensiblemente,positive
sensibleria,negative
sensiblería,negative
sensibles,positive
sensual,positive
sensualismo,positive
sentar bien,positive
sentar mal,negative
sentido,positive
sentido común,positive
sentidos,positive
sentimental,positive
sentir,negative
separable,positive
separar,negative
separarse,negative
septico,negative
sequedad,positive
sequia,negative
sequía,negative
ser aficionado,positive
ser efusivo,positive
ser injusto,negative
serafico,positive
serena,positive
serenar,positive
serenarse,positive
serenas,positive
serenidad,positive
sereno,positive
serenos,positive
seria,positive
seriamente,negative
serias,positive
seriedad,positive
serio,positive
